CODIGO_CLIENTE;NOME_CLIENTE;DATA_NASCIMENTO;IDADE_CLIENTE;DESCRICAO_ENDERECO;NUMERO_ENDERECO;NOME_CIDADE;NUMERO_TELEFONE;EMAIL_CLIENTE;OCUPACAO_CLIENTE
762;Laís Barros;2019-03-14;4;Área de Moura;7;Cardoso;+55 41 2349-1916;amandamonteiro@ig.com.br;Corredor de atletismo
763;Laís Cunha;1978-03-09;45;Aeroporto Noah Pinto;1;Araújo de da Mota;+55 (041) 0882-9073;yfreitas@bol.com.br;Contabilista
764;Laís Dias;1998-06-08;25;Lago da Rocha;8;Nogueira das Pedras;31 3129 8231;zramos@yahoo.com.br;Engenheiro industrial
765;Laís Lima;1971-06-26;52;Recanto de Campos;1;Pinto de Freitas;0500-331-9048;rodrigogoncalves@melo.net;Intérprete e tradutor de língua de sinais
766;Laís Pereira;1994-09-09;29;Rodovia Monteiro;69;Monteiro;+55 31 7120-2926;diasbenjamin@hotmail.com;Promotor de vendas
767;Laís Viana;1982-12-28;41;Esplanada de Fogaça;2;das Neves;(071) 4845 5111;jcunha@bol.com.br;Repórter
768;Laís Vieira;2022-10-22;1;Morro Ryan Costela;78;Jesus;+55 21 2493 8771;aduarte@hotmail.com;Taifeiro
769;Leandro Barbosa;1983-08-25;40;Pátio Fogaça;838;Pires;+55 (071) 3886 1861;nicolas78@gmail.com;Piloto automobilístico
770;Leandro Ferreira;2018-10-09;5;Feira Elisa Nascimento;51;Peixoto;+55 11 7118 9277;da-matafernanda@pereira.br;Jogador de handebol
771;Leandro Lopes;1978-09-08;45;Vila Monteiro;74;da Cruz do Amparo;+55 (041) 8646 6498;nfernandes@da.br;Florista
772;Leandro Viana;2018-03-07;5;Viaduto Henrique da Conceição;6;Moura das Pedras;(021) 3286 5784;joana39@dias.net;Digitador
773;Leonardo Caldeira;2015-05-15;8;Travessa Agatha Fernandes;85;Martins;+55 21 0870 3527;viniciusdias@novaes.br;Especialista em agronegócios
774;Leonardo Costa;2018-09-23;5;Favela Barbosa;82;Pinto;+55 81 2735-9323;fernanda73@yahoo.com.br;Líder comunitário
775;Leonardo Monteiro;1983-09-23;40;Distrito Luiz Felipe Campos;173;da Rocha da Serra;+55 81 7786 2748;gabrielacosta@yahoo.com.br;Webdesigner
776;Leonardo Moraes;2016-07-15;7;Ladeira de Duarte;79;Pinto do Sul;(071) 5785-8190;larissada-cunha@hotmail.com;Administrador público
777;Leonardo Rodrigues;1992-03-05;31;Aeroporto da Mota;84;Moraes;0900-209-6950;luiz-otavio80@aragao.net;Cardiologista
778;Leonardo das Neves;1994-08-24;29;Campo Freitas;587;Pereira;(031) 7250-1816;azevedolevi@fogaca.com;Acupunturista
779;Letícia Costa;2000-10-05;23;Recanto Fogaça;15;Gonçalves;+55 21 5918 4777;marina98@uol.com.br;Anestesiologista
780;Letícia Gomes;1991-01-03;33;Rodovia Manuela da Paz;97;Viana de Jesus;+55 41 7836 4113;da-motamaria-julia@ig.com.br;Implantodontista
781;Letícia Moura;1974-10-29;49;Largo Samuel Nunes;92;Lima;+55 84 5349-2720;xferreira@uol.com.br;Obstetra
782;Letícia Oliveira;1973-02-14;50;Condomínio de Santos;84;Oliveira;+55 41 5118-8950;leandromelo@sales.com;Optometrista
783;Letícia Rocha;2004-01-09;20;Parque Moreira;27;Carvalho Verde;+55 (051) 1653 0705;vrodrigues@hotmail.com;Ecólogo
784;Letícia Teixeira;2013-11-11;10;Lagoa Sarah Rocha;76;da Conceição das Pedras;61 4173 2952;pedro-miguel73@pereira.net;Cabo
785;Letícia Vieira;2019-12-05;4;Rodovia de Costa;90;Lima;0500 562 6287;araujoana-laura@gmail.com;Mecânico de vôo
786;Letícia da Mota;1982-03-23;41;Ladeira Luiz Fernando Costela;36;Santos Grande;71 8441-8493;theonunes@bol.com.br;Zelador
787;Levi Jesus;1976-10-01;47;Condomínio Barros;55;Gomes;+55 (041) 6030 9698;das-nevesdiogo@farias.br;Engenheiro de materiais
788;Levi Lima;1971-02-18;52;Vale de Pinto;877;da Mata de Silveira;(081) 5180 3147;mouramariane@gmail.com;Quitandeiro
789;Levi Nunes;1983-03-02;40;Lago de Cardoso;77;Teixeira Grande;84 1577-4749;teixeirastephany@gmail.com;Acompanhante
790;Lorena Peixoto;1992-12-08;31;Rodovia Carlos Eduardo Monteiro;9;Novaes da Prata;11 9562-9455;joaquim43@freitas.net;Ilustrador
791;Lorenzo Alves;2020-09-17;3;Aeroporto Ribeiro;84;Campos;+55 51 3502 4699;da-cunhajoao-lucas@novaes.br;Coreógrafo
792;Lorenzo Barros;1971-11-25;52;Campo de Pires;376;Araújo de Jesus;+55 (061) 9722 8085;julia65@hotmail.com;Webmaster
793;Lorenzo Duarte;1995-07-09;28;Ladeira de Silva;2;Jesus;21 5544-6050;fernanda74@bol.com.br;Engenheiro de controle e automação
794;Lorenzo Pires;2014-05-30;9;Conjunto de Gonçalves;99;Correia;+55 (051) 4122 6149;alvespedro@da.br;Numerólogo
795;Lorenzo da Cruz;2000-01-20;24;Chácara Rocha;35;da Mota;0800 122 7663;marianeda-mota@ig.com.br;Webmaster
796;Lorenzo da Cruz;1978-02-09;45;Distrito Murilo da Paz;85;da Rocha de Santos;+55 (084) 3609-0122;eduardocosta@caldeira.com;Juiz ou árbitro de futebol
797;Lorenzo da Mata;1995-12-16;28;Pátio Teixeira;6;Moreira;+55 (011) 9732 0962;salesmurilo@viana.com;Coordenador
798;Luana Barros;1983-01-25;41;Sítio de Rezende;89;Jesus;+55 11 5994-3957;valentinasantos@carvalho.com;Policial federal
799;Luana Caldeira;1982-08-03;41;Setor de Monteiro;4;Correia do Oeste;+55 81 4290-7863;barrosheitor@ribeiro.br;Desembargador de justiça
800;Luana Correia;1976-09-05;47;Largo Lopes;1;Lopes;41 4894 1485;iramos@yahoo.com.br;Produtor fonográfico
801;Luana Melo;2016-06-27;7;Viaduto Vitória da Costa;848;Porto;(031) 3849-2131;egoncalves@hotmail.com;Designer de interiores
802;Luana Nascimento;2004-02-09;19;Praia Araújo;35;Barros;+55 31 1519 4899;daniela19@vieira.br;Engenheiro de projetos
803;Lucas Aragão;2015-04-23;8;Trecho Cavalcanti;98;Martins do Amparo;(041) 1630-5213;wgoncalves@hotmail.com;Nefrologista
804;Lucas Gabriel Dias;1977-03-18;46;Vila Farias;97;Martins da Praia;0500-209-7113;bernardoramos@bol.com.br;Tecnólogo em navegação fluvial
805;Lucas Gabriel Teixeira;2015-07-17;8;Núcleo Marcela Farias;500;Fernandes das Pedras;0300 898 7922;wsilveira@silva.br;Engenheiro ambiental
806;Lucas Gabriel Vieira;1972-12-25;51;Distrito Yago Silva;5;Ribeiro;+55 (084) 7860 0780;benjamin16@uol.com.br;Retificador
807;Lucas Gabriel da Paz;1971-05-03;52;Condomínio Antônio Cardoso;40;Campos do Amparo;+55 51 1413 5765;benjamin08@gmail.com;Cirurgião bucal
808;Lucas Gomes;1997-12-11;26;Distrito de Moreira;698;Viana de Goiás;(031) 8472-3190;ida-paz@bol.com.br;Gerente de inovações ou novos negócios
809;Lucas Moraes;1991-04-06;32;Lago Diogo das Neves;212;Nascimento do Norte;+55 (011) 4924 1952;maria34@bol.com.br;Agente comunitário de saúde
810;Lucas Nascimento;1995-07-06;28;Distrito Lorenzo Dias;6;Moreira do Campo;(011) 6563 3281;ana-laura04@hotmail.com;Ilustrador
811;Lucas Ribeiro;2017-11-16;6;Chácara Melissa da Cunha;29;Nogueira;+55 61 7101-8980;cavalcantilucca@duarte.com;Ajudante de produção
812;Lucas Sales;2016-01-12;8;Chácara de Araújo;9;Jesus;+55 (031) 5583-9978;beniciosales@silveira.com;Babá
813;Lucas Vieira;1973-07-29;50;Travessa Cardoso;42;Barbosa;+55 (051) 0675-8894;caldeirathomas@das.com;Bartender
814;Lucas da Mota;1988-12-02;35;Trevo de Caldeira;72;Mendes;+55 51 2792 3076;marianejesus@caldeira.com;Leiteiro
815;Lucas da Rosa;1979-12-06;44;Feira da Paz;7;da Luz do Sul;+55 (011) 5475-9713;maria-ceciliamoura@hotmail.com;Perito judicial
816;Lucca Azevedo;1984-12-21;39;Lagoa de Moreira;68;Fernandes;+55 61 2942-3057;ocaldeira@yahoo.com.br;Homeopata
817;Lucca Moreira;2008-04-10;15;Morro de Silva;698;das Neves;+55 71 7609 5135;kamilly86@bol.com.br;Passador
818;Lucca Nogueira;2011-08-29;12;Aeroporto Leonardo da Rosa;27;Nunes de Rocha;(011) 7752-5750;pereiramarcela@yahoo.com.br;Marechal
819;Lucca Pereira;1995-02-10;28;Lagoa João Pedro Carvalho;16;Cavalcanti;+55 (081) 8090 1956;rodrigueslorenzo@ig.com.br;Bancário
820;Lucca Ribeiro;2011-03-08;12;Avenida Araújo;520;Ferreira;+55 21 9950-9201;ana-clara91@cardoso.br;Engenheiro de som
821;Lucca Sales;1996-03-12;27;Estação de Porto;863;Ramos;+55 51 0808 6404;luiz-henrique03@uol.com.br;Motofrete
822;Lucca Souza;1988-03-04;35;Trecho de Rodrigues;34;da Rocha;+55 71 3912 7539;sofiabarros@da.br;Agente de defesa sanitária animal
823;Lucca da Cruz;1985-11-20;38;Ladeira da Costa;25;Cunha das Pedras;+55 (081) 7241 1404;luana52@rodrigues.br;Feirante
824;Lucca da Luz;1986-03-21;37;Recanto Viana;9;Vieira;(084) 9709-1596;jesusjoaquim@uol.com.br;Médico legista
825;Lucca da Rosa;2015-05-16;8;Praça Teixeira;78;Barbosa das Flores;0500 402 3859;enzo-gabriel61@gmail.com;Lutador de taekwondo
826;Luigi Correia;2009-09-26;14;Condomínio Nunes;68;Fogaça da Prata;+55 61 5728 6921;wda-paz@uol.com.br;Leão de chácara
827;Luigi Fogaça;2004-01-14;20;Vereda Oliveira;78;Santos;(041) 0884 3064;mendesjoao-vitor@martins.br;Salgadeira
828;Luigi da Luz;2010-05-21;13;Pátio Thiago da Luz;63;da Rosa;+55 (081) 7926-4247;melissa13@azevedo.net;Guia turistico
829;Luigi da Rocha;2001-09-03;22;Quadra de Castro;29;da Conceição;+55 81 8377 0199;ana-vitoriasilveira@nogueira.com;Comerciante
830;Luiz Felipe Correia;2014-10-19;9;Vereda de Fernandes;74;Rocha;+55 (061) 4740-8738;felipenascimento@gmail.com;Arranjador musical
831;Luiz Felipe Gomes;1988-05-01;35;Área de Silva;4;Porto das Pedras;0900-387-2873;olopes@uol.com.br;Fisioterapeuta
832;Luiz Felipe da Cruz;1991-03-18;32;Praça de Souza;793;Viana;21 5445-0844;xmartins@santos.br;Lancheiro
833;Luiz Felipe da Cunha;2021-01-12;3;Pátio de Oliveira;10;Santos do Sul;0300 892 5336;rcastro@hotmail.com;Zelador
834;Luiz Fernando Dias;1980-12-22;43;Estação Araújo;88;Mendes;84 1501 8424;rochacarolina@aragao.br;Biólogo
835;Luiz Fernando Ramos;1997-03-22;26;Lago Barbosa;31;Duarte;84 0913 9215;heitorporto@alves.com;Contabilista
836;Luiz Fernando da Rosa;1975-07-30;48;Viela Oliveira;31;Rodrigues;+55 84 6417-8409;alvesbenicio@teixeira.org;Homeopata
837;Luiz Gustavo Cunha;1991-06-17;32;Distrito Novaes;3;Barbosa de Alves;(011) 7121-5652;jpires@nunes.com;Técnico em radiologia
838;Luiz Gustavo Gomes;2023-11-11;0;Esplanada de Cunha;81;Lima de Campos;(031) 6318 6230;rochagabriel@yahoo.com.br;Veterinário
839;Luiz Gustavo Gomes;1984-07-29;39;Estação de Jesus;28;Lima;+55 31 5695-0823;enzomoura@vieira.br;Agente de viagens
840;Luiz Gustavo Gonçalves;2022-02-13;1;Alameda da Luz;25;Barros;+55 81 0893-0550;sarah47@bol.com.br;Trompetista
841;Luiz Gustavo Pereira;1992-11-27;31;Passarela Castro;73;Rodrigues;+55 11 9210-1066;emanuella58@teixeira.com;Tradutor
842;Luiz Gustavo Rodrigues;2004-12-01;19;Lago de Pereira;854;Vieira;84 8875-0486;ramosluiza@alves.br;Terapeuta Holístico
843;Luiz Gustavo Rodrigues;2018-11-21;5;Passarela de da Rosa;88;Novaes Verde;41 6453 2522;rafaela86@yahoo.com.br;Museólogo
844;Luiz Gustavo Silva;1992-04-02;31;Lago de Costela;63;Souza de Souza;(041) 5064-1364;carolina17@uol.com.br;Montador
845;Luiz Gustavo da Costa;1996-10-09;27;Lagoa Maria Luiza Cavalcanti;765;Nunes de Moreira;+55 71 6794 9750;icunha@hotmail.com;Tatuador
846;Luiz Henrique Costa;2016-02-05;7;Travessa Martins;99;Viana das Pedras;+55 11 4520 5176;danielarodrigues@gomes.org;Repositor
847;Luiz Henrique Fernandes;1983-03-20;40;Setor Beatriz Novaes;547;Oliveira;0300 933 1985;amandada-conceicao@pereira.net;Quiropraxista
848;Luiz Henrique Gomes;1981-08-16;42;Vale Jesus;33;Ferreira;+55 (081) 6539 7532;piresmaite@sales.br;Juiz ou árbitro de futebol
849;Luiz Henrique Peixoto;1981-08-16;42;Quadra de Santos;59;Melo da Mata;(031) 6572-3741;wda-luz@uol.com.br;Radialista
850;Luiz Henrique Silveira;1972-08-02;51;Travessa Fogaça;68;Dias;0800 780 2328;goncalvesolivia@teixeira.org;Despachante
851;Luiz Henrique da Luz;1983-09-23;40;Chácara de Lopes;774;Ribeiro Paulista;71 7768-0661;dpereira@farias.com;Apicultor
852;Luiz Henrique das Neves;2007-01-27;16;Travessa de Castro;82;da Mota;+55 (031) 3870-4652;paulo92@alves.com;Deputado
853;Luiz Miguel Barbosa;2005-10-16;18;Avenida da Mota;220;Correia das Pedras;+55 11 2809 2770;moraesmaria-vitoria@hotmail.com;Pediatra
854;Luiz Miguel Barros;2009-11-14;14;Ladeira Freitas;2;Santos do Amparo;+55 31 7464 7011;afreitas@teixeira.br;Chargista
855;Luiz Miguel Costa;1977-08-20;46;Chácara de Ferreira;41;Ferreira;(071) 0939 8262;moreiraheloisa@ig.com.br;Administrador de redes
856;Luiz Miguel Ferreira;1978-01-31;46;Setor de Cardoso;27;Melo Paulista;+55 (011) 7978 0640;joao-vitorjesus@da.com;Levantador de peso
857;Luiz Miguel Freitas;1996-03-04;27;Estação Joana da Rosa;81;Jesus;+55 (071) 4610-0121;lais10@hotmail.com;Ginecologista
858;Luiz Miguel Lima;2000-07-26;23;Avenida Enzo Gabriel Costa;99;Pereira do Oeste;+55 84 9832 9472;sarahpinto@uol.com.br;Agente de defesa sanitária
859;Luiz Miguel Melo;1990-10-26;33;Recanto de Nascimento;11;Azevedo;(011) 1002-5454;caio76@ig.com.br;Profissional de comércio exterior
860;Luiz Otávio Martins;2009-03-30;14;Alameda Pereira;518;Castro da Mata;+55 84 7864-6419;pireslavinia@uol.com.br;Produtor de eventos
861;Luiz Otávio Moraes;1975-04-09;48;Rua Moreira;218;Aragão;+55 (081) 8667-7379;jesusmaria-cecilia@silva.com;Técnico em arquivo
862;Luiz Otávio Peixoto;2001-04-28;22;Fazenda Gonçalves;62;Cunha do Oeste;+55 (084) 1870 5096;monteirogustavo@silva.org;Geofísico
863;Luiz Otávio Pinto;1988-02-20;35;Rua da Mata;69;Duarte;+55 81 5776-3836;ana35@uol.com.br;Taifeiro
864;Luiz Otávio Ramos;2011-05-03;12;Trecho Vieira;349;Silveira;(011) 6324-1344;vcastro@peixoto.br;Endocrinologista
865;Luiz Otávio da Luz;2016-11-21;7;Fazenda Nunes;82;Moura;21 8554-9166;amanda49@hotmail.com;Leiteiro
866;Luiza Nogueira;1990-06-19;33;Chácara da Cruz;76;Oliveira;0800 405 2886;ramosmaria-sophia@da.net;Embalador
867;Luiza Oliveira;2019-05-15;4;Viela Yuri Porto;21;Viana;(031) 4807 7514;fernandopires@cardoso.br;Levantador de peso
868;Luiza Pires;2016-10-02;7;Estrada Moreira;46;Costela;+55 (011) 6942 5566;costajuliana@uol.com.br;Camelô
869;Luiza Souza;1985-08-02;38;Estação Lima;30;Melo;21 0508-0646;srocha@nascimento.br;Tecnólogo em jogos digitais
870;Luna Ferreira;2015-08-24;8;Condomínio Pereira;88;Rocha de Porto;(031) 2130 2590;luigi50@duarte.br;Windsurfer
871;Luna Souza;2009-05-15;14;Chácara Rafaela Correia;886;Nogueira;21 4339 2246;pereirasamuel@duarte.com;Toxicologista
872;Luna da Rosa;2019-07-10;4;Condomínio Gustavo Cardoso;6;Costela do Oeste;21 5105-6574;heloisa11@uol.com.br;Diagramador
873;Lívia Araújo;2021-07-12;2;Morro Silveira;9;das Neves;+55 61 0555 2034;da-rosaisaac@rodrigues.com;Clarinetista
874;Lívia Fogaça;1998-04-18;25;Passarela de Farias;57;Rezende;0300 819 2379;kcosta@gmail.com;Atleta de arremesso de peso
875;Lívia Freitas;2008-06-29;15;Morro de Rezende;65;da Costa;+55 61 0829-2253;enzo-gabriel47@campos.net;Angiologista
876;Lívia Melo;2019-03-09;4;Parque Alves;78;Monteiro de da Mota;61 5124-0305;isiscardoso@lopes.com;Médico legista
877;Lívia Porto;2008-06-27;15;Setor Ferreira;622;Costela de Minas;+55 51 9544 5557;camila80@pinto.org;Diplomata
878;Lívia da Cruz;1996-05-09;27;Residencial Bruna da Cunha;275;Novaes Paulista;0900-621-6044;laurajesus@azevedo.br;Plastimodelista
879;Lívia da Luz;2002-08-09;21;Setor Silva;91;Dias do Sul;(051) 6435-7837;barbara49@hotmail.com;Sonoplasta
880;Maitê Cardoso;2010-04-03;13;Viaduto de Castro;24;da Cunha;+55 (021) 0890 7531;martinsisaac@carvalho.br;Caminhoneiro
881;Maitê Costela;2002-03-17;21;Morro Araújo;5;da Mota de da Conceição;81 9452 9536;rmendes@aragao.br;Profissional de linguística
882;Maitê Cunha;2017-02-10;6;Avenida Matheus Cunha;95;Nascimento;(041) 5087 3682;fernando64@gmail.com;Agente de combate à endemias
883;Maitê Farias;1997-05-27;26;Vila Novaes;863;Correia do Amparo;0900 336 5820;emanuella86@freitas.com;Veterinário
884;Maitê Fogaça;1981-06-05;42;Condomínio de Silveira;5;Duarte;+55 (071) 4660 1099;da-conceicaomariana@bol.com.br;Gerente de riscos em seguros
885;Maitê Fogaça;1971-11-20;52;Viaduto de Silveira;42;Melo de Goiás;+55 61 1260-8895;rezenderodrigo@dias.net;Líder comunitário
886;Maitê Freitas;2022-01-25;1;Área Manuela Novaes;1;Silva;+55 81 2703-7272;leonardo86@bol.com.br;Metalúrgico
887;Maitê Moreira;2015-06-08;8;Vila de Silva;26;Monteiro;+55 (041) 1233 7136;anacunha@farias.br;Serventuário
888;Maitê Pires;2013-11-24;10;Colônia Letícia da Mata;2;Sales do Norte;+55 21 6702-6584;eduarda42@hotmail.com;Co-piloto
889;Maitê Ramos;1979-09-14;44;Morro Nascimento;9;Costa;(084) 7721-5807;natalia61@dias.com;Engenheiro agrimensor
890;Maitê da Costa;1988-12-09;35;Vale Araújo;99;Viana;(081) 4120 2294;souzamirella@yahoo.com.br;Profissional de reciclagem
891;Manuela Freitas;1974-05-31;49;Vereda Felipe Barros;58;Cardoso;0300 768 0351;thales78@gmail.com;Crítico
892;Manuela Monteiro;1978-02-19;45;Chácara Felipe Lopes;38;Pinto;(031) 0150 1022;onascimento@ig.com.br;Arquivista
893;Manuela Moreira;1979-08-01;44;Estação de Castro;54;Nogueira da Praia;0500-933-5840;luiz-felipesales@yahoo.com.br;Leiteiro
894;Manuela da Luz;2019-06-25;4;Viela Luana Azevedo;98;Alves;0900 804 0657;da-luzluiz-miguel@hotmail.com;Tecnólogo em esporte e lazer
895;Marcela Barros;2011-06-21;12;Residencial de Pires;529;Barros;61 5573-9684;elisapereira@moreira.com;Compositor
896;Marcela Cardoso;1977-03-04;46;Rodovia Moraes;922;da Mata;+55 31 6501-9783;marcelamoura@farias.org;Engenheiro naval
897;Marcela Fogaça;1982-12-14;41;Vale Noah da Mota;14;da Paz;81 1324-3052;joao85@mendes.br;Tecnólogo em produção de bebidas
898;Marcela Jesus;2015-07-02;8;Sítio de Teixeira;9;Ribeiro;+55 (081) 8634-5408;tlima@mendes.com;Forneiro
899;Marcela Moura;2007-03-11;16;Fazenda Mirella Martins;71;da Mota;+55 71 8220 5665;ana-livia43@gmail.com;Vistoriador de sinistros
900;Marcela Nunes;1992-06-29;31;Campo de Viana;48;Araújo;+55 (071) 3708 3329;enzo32@cavalcanti.org;Tecnólogo em automação industrial
901;Marcela Porto;2006-08-29;17;Condomínio de Nascimento;96;Moura do Galho;+55 84 3884-4973;pramos@moura.com;Tesoureiro
902;Marcela da Cruz;2013-11-12;10;Praça Rodrigues;469;da Paz das Flores;+55 21 6647 0553;isabel99@ig.com.br;Publicitário
903;Marcela da Luz;2017-10-19;6;Loteamento da Cruz;84;Barbosa da Mata;(051) 1142 3664;marcos-vinicius09@hotmail.com;Windsurfer
904;Marcelo Aragão;1982-04-20;41;Vale Ana Clara Freitas;583;Pereira de Nogueira;+55 (041) 6439-8368;catarina09@vieira.br;Almirante
905;Marcelo Araújo;2008-06-02;15;Trecho Peixoto;14;Mendes do Sul;+55 41 2763 3916;maria-cecilia49@gmail.com;Ventríloquo
906;Marcelo Correia;2002-01-15;22;Vila Fernanda Costela;37;Duarte;(061) 1255-5363;luana67@gmail.com;Apontador de mão-de-obra
907;Marcelo Costela;2015-11-21;8;Vereda Leandro Moraes;49;Santos;+55 21 0187-0261;enzo45@hotmail.com;Corredor de atletismo
908;Marcelo Pinto;2022-05-10;1;Núcleo Maria Nogueira;87;da Cunha do Galho;+55 (011) 9034-6348;ysilveira@aragao.com;Comerciante
909;Marcelo da Mata;1985-04-03;38;Esplanada de Nogueira;9;Correia;+55 (084) 2553 7092;carolinacampos@fogaca.br;Entalhador
910;Marcos Vinicius Jesus;2002-06-22;21;Sítio de Ribeiro;493;Mendes;+55 (081) 1324-5444;guilhermeazevedo@gmail.com;Enólogo
911;Marcos Vinicius Porto;1997-05-13;26;Viaduto de Gomes;579;Souza do Campo;(021) 0424-0575;bryanfarias@duarte.br;Técnico em taquigrafia
912;Marcos Vinicius Silveira;2005-01-27;18;Recanto de Moura;67;Mendes da Serra;(084) 2802-5585;duartemelissa@barros.com;Mecânico de vôo
913;Maria Alice Costa;2021-07-25;2;Aeroporto da Paz;365;Porto de Minas;(041) 6059-9778;stella91@vieira.com;Trilheiro ou músico de cinema
914;Maria Alice Peixoto;1985-12-12;38;Praça Luiza Monteiro;4;Souza;+55 41 1949 0813;holiveira@gmail.com;Gerente de inovações ou novos negócios
915;Maria Alice Peixoto;1977-06-20;46;Praça Enzo Cardoso;158;Almeida;(071) 2776-7966;rochaevelyn@uol.com.br;Marcador de luz
916;Maria Alice Rodrigues;1999-04-25;24;Esplanada Almeida;46;Campos;(084) 4245-8053;ana-liviacorreia@bol.com.br;Prefeito
917;Maria Alice Sales;1974-01-13;50;Alameda Miguel Dias;81;Fernandes da Prata;(011) 4464 2959;henrique94@gmail.com;Bedel
918;Maria Alice da Conceição;2021-08-25;2;Residencial Eloah Almeida;58;Martins;+55 31 9498-3139;mendesisis@martins.com;Crítico
919;Maria Alice da Mata;2019-12-12;4;Praia Guilherme Viana;96;Oliveira;51 1290 4389;renangoncalves@uol.com.br;Astrofísico
920;Maria Alice da Mota;2010-09-12;13;Núcleo Freitas;63;Moreira;31 9867-6142;jnunes@yahoo.com.br;Lenhador
921;Maria Alice da Rosa;1989-03-28;34;Área Pedro Lucas Peixoto;26;Sales do Norte;+55 84 2199-5994;matheusgoncalves@moura.com;Sargento
922;Maria Cecília Costa;2008-03-12;15;Via de Correia;62;Viana;(071) 4232 7910;jesusana-beatriz@yahoo.com.br;Cabo
923;Maria Cecília Farias;2004-03-30;19;Lago de Monteiro;53;da Conceição da Mata;+55 (071) 8306 1090;ncosta@gmail.com;Engenheiro químico
924;Maria Cecília Mendes;1989-11-26;34;Aeroporto Rocha;60;da Mata de Pinto;0300 813 7946;joao-gabrielribeiro@oliveira.org;Economista doméstico
925;Maria Cecília Novaes;2012-04-09;11;Colônia Pedro Rocha;277;Souza de Goiás;+55 (021) 9966-9686;joao-gabriel87@bol.com.br;Cadeirinha
926;Maria Cecília Nunes;1987-11-29;36;Praia Campos;33;Pinto;+55 11 9760-6801;laviniamonteiro@da.com;Cobaia Médica
927;Maria Cecília Pereira;2005-09-11;18;Colônia Silveira;91;Gomes Alegre;(061) 1836-4102;arthurpeixoto@uol.com.br;Marceneiro
928;Maria Clara Dias;1970-12-27;53;Sítio Dias;17;Nascimento;+55 (084) 8610-6649;da-conceicaomariana@hotmail.com;Técnico em arquivo
929;Maria Clara Fernandes;1979-09-05;44;Pátio Daniel Rodrigues;25;Correia;+55 (071) 6444 8038;maria-fernandamartins@pires.br;Montador
930;Maria Eduarda Campos;1978-09-15;45;Vila de Duarte;6;Santos;41 5923-4091;nicole44@farias.org;Dialoguista
931;Maria Eduarda Costa;2000-04-10;23;Ladeira Heloísa da Cruz;7;Correia da Praia;+55 (051) 2129-1218;yasminsouza@caldeira.com;Trilheiro ou músico de cinema
932;Maria Eduarda Fernandes;2014-10-03;9;Núcleo de Correia;48;Porto do Campo;(011) 8220 9474;cauedas-neves@gmail.com;Gastrônomo
933;Maria Eduarda Gomes;1984-07-26;39;Estação de Peixoto;63;Oliveira de Teixeira;+55 84 4126 9069;jcosta@lima.com;Embaixador
934;Maria Eduarda Melo;1970-11-10;53;Passarela Anthony Porto;79;Cardoso;(071) 6676 3223;kcarvalho@silva.br;Urologista
935;Maria Eduarda Nascimento;1983-05-30;40;Distrito Silveira;5;Farias;(051) 8324 6773;leandro92@bol.com.br;Jóquei
936;Maria Eduarda Nogueira;1975-01-08;49;Parque Camila Fernandes;26;Oliveira;0900 418 9859;halves@gmail.com;Peão de rodeiro
937;Maria Eduarda Pinto;2018-04-04;5;Alameda Enrico Cavalcanti;49;Costela;61 5455-1267;levi24@rodrigues.br;Montador de negativos
938;Maria Eduarda Viana;1993-12-17;30;Praça Maria Fernanda Novaes;4;Fernandes;(084) 9723 1603;elisa54@freitas.com;Clarinetista
939;Maria Eduarda da Mota;1973-12-19;50;Quadra Rocha;9;Almeida do Oeste;+55 41 4224-1688;rda-mota@yahoo.com.br;Cobaia Médica
940;Maria Fernanda Almeida;1992-09-22;31;Colônia Joaquim Cavalcanti;96;Ribeiro do Sul;+55 (041) 2037 8475;mariane53@bol.com.br;Jogador de tênis de mesa
941;Maria Fernanda Cunha;1970-05-04;53;Lago de Nunes;166;da Mata;+55 11 4133 8420;joao-gabriel92@jesus.br;Prefeito
942;Maria Fernanda Santos;1976-07-10;47;Praça Martins;520;da Costa de da Paz;71 7294-6856;maite14@cunha.br;Selecionador de pessoal
943;Maria Fernanda da Luz;1971-12-24;52;Núcleo Rocha;50;Pires;+55 81 9110-5002;gustavosilva@cunha.br;Recreador
944;Maria Fernanda da Mota;1983-04-06;40;Vereda Davi Cunha;93;Rodrigues;+55 21 2779-0476;silvacamila@rocha.com;Tecelão
945;Maria Fernanda da Rocha;2007-07-28;16;Viela Sophia da Mata;7;Rodrigues;0500-399-0785;jesusevelyn@ig.com.br;Auditor
946;Maria Freitas;2013-01-30;10;Rua de da Mata;935;Cardoso;(071) 4196-0402;zcardoso@cardoso.com;Profissional de recursos humanos
947;Maria Julia Pires;1976-03-15;47;Jardim de Moura;84;da Conceição;+55 71 7727-1274;rodriguesluiz-otavio@uol.com.br;Otorrinolaringologista
948;Maria Julia das Neves;1991-12-22;32;Recanto Gustavo Henrique Castro;845;Gomes;81 3472-5679;luiz-henrique40@hotmail.com;Patologista
949;Maria Luiza Araújo;1973-03-12;50;Fazenda de Santos;37;Rodrigues;+55 41 8451-5223;rsales@uol.com.br;Afiador de ferramentas
950;Maria Luiza Cardoso;1981-12-02;42;Jardim de Rezende;9;Dias;81 3777 3358;martinsdavi-luiz@porto.com;Engenheiro de controle e automação
